Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Projects_Score,Participation_Score,Total_Score,Study_Hours_per_Week,Sleep_Hours_per_Night,Stress_Level (1-10),class
0.182636527,0.644607435,0.287143572,0.906981396,0.630126025,0.0958,0.641,0.395576484,0.112,0.14,0.555555556,0
0.143028606,0.801466911,0.770551943,0.074814963,0.412482496,0.848,0.767,0.693264703,0.784,0.88,0.444444444,1
0.944988998,0.786464411,0.44022011,0.049809962,0.50510102,0.6494,0.335,0.469593949,0.7,0.56,1,0
0.986797359,0.191031839,0.670335168,0.127425485,0.74394879,0.1578,0.076,0.271771991,0.252,0.38,0.222222222,0
0.044808962,0.650275046,0.455727864,0.116423285,0.227245449,0.5578,0.819,0.45079176,0.98,0.58,0.222222222,0
0.150230046,0.19969995,0.948974487,0.087817564,0.204840968,0.8724,0.142,0.548522685,0.404,0.16,0.777777778,1
0.423484697,0.583430572,0.179256295,0.661532306,0.703140628,0.0696,0.371,0.274502973,0.68,0.08,0.333333333,0
0.186237247,0.677612935,0.675170919,0.600920184,0.521504301,0.0838,0.707,0.472594657,0.912,0.54,0,0
0.363672735,0.997332889,0.576621644,0.647729546,0.233646729,0.2736,0.817,0.555951404,0.156,0.08,0.333333333,1
0.128825765,0.030505084,0.172586293,0.688537708,0.484096819,0.6522,0.862,0.391968892,0.88,0.66,0.555555556,0
0.456491298,0.091181864,0.065866266,0.75695139,0.459691938,0.178,0.53,0.179873903,0.704,0.8,0.111111111,0
0.271454291,0.077012835,0.7993997,0.207241448,0.691538308,0.8164,0.476,0.566774183,0.168,0.98,0.666666667,1
0.351870374,0.398399733,0.157412039,0.622524505,0.00260052,0.7504,0.848,0.427572798,0.664,0.76,0,0
0.094218844,0.821803634,0.186426547,0.580116023,0.586917383,0.561,0.563,0.485608964,0.876,0.98,1,0
0.428085617,0.84414069,0.978822745,0.943788758,0.605721144,0.116,0.579,0.672327178,0.8,0.02,0.888888889,1
0.983196639,0.737122854,0.717525429,0.232446489,0.74574915,0.9882,0.434,0.736241136,0.76,0.56,0.111111111,1
0.328665733,0.89698283,0.250458563,0.058811762,0.889377876,0.49,0.373,0.423223457,0.16,0.16,0.888888889,0
0.876375275,0.322887148,0.591128898,0.653530706,0.440288058,0.452,0.481,0.471010014,0.192,0.24,0,0
0.843168634,0.088181364,0.534267134,0.74034807,0.342668534,0.9956,0.365,0.578282516,0.548,0.74,0.333333333,1
0.951990398,0.058176363,0.844755711,0.283256651,0.102420484,0.8638,0.344,0.526011756,0.58,0.26,0.444444444,1
0.790158032,0.852308718,0.729531432,0.570914183,0.336867373,0.4564,0.994,0.658323874,0.944,0.18,0.777777778,1
0.659531906,0.73062177,0.831915958,0.059611922,0.068413683,0.4188,0.336,0.465244608,0.468,0.38,0.444444444,0
0.856571314,0.698783131,0.211439053,0.960192038,0.802960592,0.096,0.256,0.366210005,0.304,0.08,0,0
0.075415083,0.339723287,0.64032016,0.110022004,0.807161432,0.9266,0.354,0.586351836,0.192,0.14,0,1
0.462692539,0.379896649,0.04002001,0.067613523,0.417283457,0.8438,0.591,0.33994538,0.056,0.14,0.111111111,0
0.98919784,0.958326388,0.068867767,0.044208842,0.25965193,0.31,0.911,0.300992369,0.068,0.22,0.888888889,0
0.769553911,0.063843974,0.713690178,0.427285457,0.118023605,0.7534,0.788,0.521696131,0.576,0.88,0,1
0.961992398,0.773795633,0.024345506,0.097219444,0.851370274,0.7628,0.842,0.468998303,0.176,0.3,0.222222222,0
0.779555911,0.309718286,0.579956645,0.74474895,0.877575515,0.228,0.859,0.49604963,0.852,0.28,0.777777778,0
0.874774955,0.039006501,0.84058696,0.898979796,0.266253251,0.6136,0.921,0.623405523,0.596,0.12,0,1
0.706541308,0.742623771,0.380023345,0.26025205,0.621924385,0.255,0.235,0.344822936,0.864,0.02,0.333333333,0
0.76055211,0.330888481,0.044689011,0.628925785,0.25865173,0.7898,0.458,0.375234606,0.428,0.16,0.777777778,0
0.523104621,0.722287048,0.714023679,0.042408482,0.225245049,0.1538,0.385,0.35471291,0.596,0.72,0.555555556,0
0.924184837,0.707784631,0.929964982,0.386677335,0.021204241,0.669,0.382,0.633014532,0.524,0.96,0.555555556,1
0.824964993,0.534922487,0.717358679,0.293058612,0.577315463,0.326,0.652,0.487811731,0.988,0.74,0,0
0.843768754,0.77746291,0.578622645,0.228645729,0.150030006,0.0362,0.402,0.305442857,0.796,0.86,0.666666667,0
0.672934587,0.581096849,0.229948307,0.644928986,0.01240248,0.1238,0.616,0.256509963,0.596,0.78,0,0
0.304460892,0.286714452,0.015174254,0.130226045,0.104820964,0.6548,0.382,0.200957529,0.608,0.3,0.222222222,0
0.035407081,0.734289048,0.694847424,0.860972194,0.313862773,0.24,0.311,0.519347262,0.248,0.74,0,1
0.935587117,0.589264877,0.230948808,0.664932987,0.669333867,0.631,0.353,0.477135054,0.736,0.76,0.777777778,0
0.586117223,0.012668778,0.858429215,0.710942188,0.202640528,0.4148,0.804,0.505074231,0.984,0.26,0.333333333,1
0.298059612,0.901816969,0.466399867,0.935587117,0.887777556,0.6928,0.601,0.738567527,0.128,0.92,0.444444444,1
0.149029806,0.545757626,0.530765383,0.942588518,0.288457692,0.493,0.974,0.596635161,0.636,1,0,1
0.829565913,0.868811469,0.754210439,0.551710342,0.331266253,0.3086,0.833,0.598186089,0.516,0.56,0,1
0.836567313,0.882813802,0.779723195,0.4954991,0.218043609,0.1458,0.486,0.493532182,0.852,0.32,1,0
0.814562913,0.445074179,0.642821411,0.335467093,0.25385077,0.341,0.242,0.374301802,0,0.36,0,0
0.644928986,0.507751292,0.938802735,0.715743149,0.074214843,0.6348,0.674,0.678238686,0.136,0.58,0.222222222,1
0.365873175,0.41590265,0.982657996,0.538307662,0.294858972,0.7404,0.727,0.710886838,0.036,0,0.555555556,1
0.303860772,0.449574929,0.947140237,0.932986597,0.859771954,0.1604,0.464,0.610615988,0.164,0.3,0.444444444,1
0.00840168,0.895315886,0.824412206,0.23864773,0.688537708,0.6642,0.23,0.666707875,0.708,0.04,1,1
0.833566713,0.78829805,0.705852926,0.310262052,0.875375075,0.1792,0.557,0.511401567,0.14,0.62,0.666666667,1
0.087217443,0.126521087,0.663498416,0.316063213,0.104820964,0.2218,0.254,0.257982221,0.624,0.6,0,0
0.630726145,0.610435073,0.103718526,0.806161232,0.455691138,0.5314,0.94,0.470729048,0.868,0.6,0.777777778,0
0.50390078,0.995999333,0.271469068,0.099019804,0.229245849,0.2892,0.629,0.344002517,0.036,0.16,0.444444444,0
0.526505301,0.595599267,0.005502751,0.455691138,0.721344269,0.6616,0.292,0.376482091,0.028,0.94,0.555555556,0
0.926785357,0.785964327,0.137235284,0.427685537,0.970394079,0.9558,0.216,0.573292575,0.988,0.54,0.111111111,1
0.031406281,0.769128188,0.43921961,0.073214643,0.815563113,0.1488,0.717,0.378729813,0.672,0.56,0.888888889,0
0.773354671,0.350391732,0.146406537,0.410882176,0.035207041,0.5706,0.708,0.305791254,0.14,0.54,0.222222222,0
0.051810362,0.371895316,0.901950975,0.513502701,0.316663333,0.9232,0.597,0.720080019,0.308,0.52,0.444444444,1
0.038007602,0.724120687,0.805902951,0.065213043,0.028605721,0.1766,0.614,0.401218265,0.984,0.94,1,0
0.429685937,0.500083347,0.071535768,0.50990198,0.040208042,0.3668,0.604,0.247687657,0.228,0.6,0.777777778,0
0.062812563,0.570595099,0.248791062,0.959391878,0.079615923,0.1236,0.36,0.292451028,0.752,0.48,0,0
0.789157832,0.712952159,0.819242955,0.979195839,0.276455291,0.642,0.937,0.778565729,0.24,0.76,0.333333333,1
0.529505901,0.777629605,0.803234951,0.531706341,0.304260852,0.6692,0.479,0.671652862,0.4,0.26,0.444444444,1
0.028805761,0.271545258,0.945806236,0.515103021,0.400480096,0.6642,0.02,0.572078805,0.88,0.2,0.555555556,1
0.040408082,0.14685781,0.997832249,0.285657131,0.405081016,0.5422,0.348,0.521965857,0.028,0.44,0.222222222,1
0.612522505,0.29188198,0.976654994,0.99739948,0.771554311,0.7462,0.13,0.749581362,0.308,0.02,0.333333333,1
0.806161232,0.507584597,0.410205103,0.274254851,0.141428286,0.0358,0.363,0.196304746,0.488,0.3,0.222222222,0
0.437687538,0.342223704,0.250291813,0.453090618,0.157831566,0.9576,0.608,0.479281628,0.624,0.42,0.333333333,0
0.554510902,0.568428071,0.75854594,0.0030006,0.626725345,0.222,0.023,0.359376932,0.028,0.58,0.666666667,0
0.799759952,0.053508918,0.299316325,0.349269854,0.571914383,0.1216,0.87,0.21401679,0.412,0.54,0.888888889,0
0.610522104,0.50991832,0.806569952,0.071414283,0.154030806,0.9412,0.61,0.630598231,0.344,0.36,0.888888889,1
0.224644929,0.368061344,0.534100384,0.74394879,0.852370474,0.8304,0.295,0.629148451,0.028,0.34,0.444444444,1
0.612922585,0.534755793,0.794230449,0.561112222,0.329065813,0.7648,0.311,0.640589353,0.356,0,0.555555556,1
0.628125625,0.422570428,0.275804569,0.572314463,0.367073415,0.1048,0.466,0.244248643,0.932,0.88,0.888888889,0
0.734146829,0.284214036,0.508087377,0.286657331,0.420484097,0.8076,0.248,0.464851257,0.276,0.24,0.333333333,0
0.620724145,0.904317386,0.564115391,0.814962993,0.322864573,0.609,0.004,0.592847751,0.584,0.36,0.666666667,1
0.969193839,0.184864144,0.943471736,0.00320064,0.557511502,0.732,0.027,0.508771733,0.3,0.02,0.222222222,1
0.197039408,0.681446908,0.266633317,0.333666733,0.388677736,0.978,0.358,0.53799211,0.108,0.96,0.888888889,1
0.950990198,0.924820803,0.936968484,0.659531906,0.25945189,0.1944,0.124,0.563020488,0.288,0.5,0.888888889,1
0.538307662,0.538756459,0.805069201,0.908181636,0.904580916,0.5044,0.022,0.647939401,0.472,0.02,1,1
0.671934387,0.876479413,0.731032183,0.234646929,0.308461692,0.7534,0.859,0.688814215,0.296,0.26,0.444444444,1
0.099219844,0.124854142,0.787060197,0.541308262,0.698539708,0.4336,0.274,0.477618314,0.624,0.88,0.333333333,0
0.380476095,0.493915653,0.605636151,0.538107622,0.347269454,0.0546,0.503,0.349071129,0.948,0.38,1,0
0.769353871,0.457076179,0.243955311,0.874374875,0.435287057,0.1114,0.179,0.26904101,0.068,0.68,1,0
0.706941388,0.008168028,0.189428047,0.050610122,0.236047209,0.602,0.047,0.149214983,0.716,0.62,0.888888889,0
0.040008002,0.443407235,0.866599967,0.424484897,0.75255051,0.285,0.745,0.558064262,0,0.48,0.444444444,1
0.546509302,0.36906151,0.725362681,0.182436487,0.737347469,0.1378,0.125,0.333618045,0,0.84,0,0
0.088017604,0.669944991,0.213106553,0.021604321,0.022204441,0.3398,0.026,0.171366277,0.132,0.04,0.111111111,0
0.99579916,0.938489748,0.615307654,0.147029406,0.060212042,0.201,0.587,0.402881579,0.48,0.92,1,0
0.897179436,0.085847641,0.447557112,0.976595319,0.922584517,0.024,0.013,0.286427134,0.048,0.72,0.666666667,0
0.020804161,0.327554592,0.15857929,0.214842969,0.888977796,0.1518,0.436,0.196394655,0.724,0.86,0.222222222,0
0.858571714,0.444074012,0.531932633,0.935187037,0.50610122,0.883,0.289,0.654176828,0.028,0.02,0,1
0.919383877,0.45524254,0.28147407,0.205241048,0.4934987,0.012,0.319,0.157295542,0.496,0.08,0.888888889,0
0.353470694,0.774962494,0.096048024,0.931386277,0.812562513,0.7738,0.004,0.539160926,0.676,0.2,0.333333333,1
0.719543909,0.443407235,0.467066867,0.654730946,0.138427686,0.7534,0.964,0.575765068,0.236,0.6,0.222222222,1
0.442088418,0.027171195,0.590295148,0.113222645,0.653730746,0.5642,0.517,0.385708988,0.58,0.1,0.444444444,0
0.655131026,0.710285048,0.046690012,0.582116423,0.476095219,0.2084,0.573,0.286089976,0.26,0.94,0,0
0.340268054,0.88498083,0.402201101,0.318663733,0.74354871,0.878,0.666,0.663089043,0.216,0.74,0,1
0.322464493,0.513918986,0.257628814,0.383276655,0.030206041,0.475,0.798,0.349014936,0.82,0.8,0,0
0.424284857,0.581263544,0.030515258,0.440288058,0.592918584,0.1732,0.608,0.235830926,0.332,0.58,0.666666667,0
0.145429086,0.163027171,0.125562781,0.422884577,0.556911382,0.429,0.762,0.279841311,0.812,0.64,0.666666667,0
0.831166233,0.220703451,0.138902785,0.664332867,0.840968194,0.195,0.449,0.254543207,0.216,0.22,0.888888889,0
0.348469694,0.235205868,0.182758046,0.768553711,0.676935387,0.376,0.371,0.3236494,0.356,0.92,0.444444444,0
0.400080016,0.430738456,0.803568451,0.329265853,0.880376075,0.4966,0.823,0.612683892,0.104,0.64,0.111111111,1
0.893978796,0.928321387,0.43955311,0.924584917,0.887377475,0.36,0.865,0.650445611,0.496,0.42,0.888888889,1
0.4964993,0.52192032,0.147073537,0.938587718,0.408281656,0.657,0.138,0.436642354,0.38,0.88,0.333333333,0
0.544108822,0.1921987,0.100216775,0.040608122,0.137427485,0.936,0.543,0.311961249,0.004,0.86,0.444444444,0
0.956391278,0.266211035,0.297982324,0.015003001,0.630326065,0.3482,0.684,0.262309084,0.464,0,0,0
0.886777355,0.384064011,0.79823245,0.425085017,0.873974795,0.3558,0.084,0.486350712,0.076,0.92,0.111111111,0
0.169233847,0.62343724,0.364515591,0.590718144,0.075015003,0.7384,0.93,0.5508266,0.836,0.36,0.777777778,1
0.473094619,0.440073346,0.15974654,0.278055611,0.558111622,0.5306,0.52,0.330179031,0.492,0.42,0.111111111,0
0.971194239,0.392565428,0.404202101,0.25945189,0.115023005,0.4288,0.645,0.329751964,0.692,0.08,0.777777778,0
0.372274455,0.564760793,0.555444389,0.678535707,0.027005401,0.8138,0.178,0.553613774,0.82,0.88,0,1
0.371474295,0.241873646,0.029514757,0.601920384,0.679735947,0.891,0.264,0.407197204,0.052,0.54,0.888888889,0
0.194838968,0.078846474,0.627813907,0.167233447,0.681936387,0.5906,0.121,0.385472977,0.336,0.9,0.888888889,0
0.114222845,0.02433739,0.395197599,0.884776955,0.600720144,0.1852,0.264,0.287258791,0.024,0.78,0.888888889,0
0.74034807,0.251375229,0.009504752,0.680136027,0.859371874,0.4662,0.492,0.318142483,0.048,0.9,0.555555556,0
0.769953991,0.091681947,0.674003669,0.362672535,0.080816163,0.5044,0.834,0.420099125,0.036,0.94,0.111111111,0
0.968993799,0.336389398,0.712522928,0.683736747,0.105221044,0.4322,0.534,0.481372009,0.476,0.88,0,0
0.773354671,0.773128855,0.628981157,0.112622525,0.864772955,0.2624,0.244,0.440800638,0.452,0.2,0.555555556,0
0.24324865,0.716452742,0.342004336,0.468293659,0.50330066,0.4724,0.045,0.400397847,0.06,0.08,0.333333333,0
0.040008002,0.61110185,0.529764882,0.169033807,0.273054611,0.4466,0.622,0.422200744,0.264,0.62,0.777777778,0
0.985397079,0.852642107,0.387193597,0.041408282,0.73834767,0.2094,0.42,0.351105317,0.244,0.16,0.777777778,0
0.340268054,0.282047008,0.700850425,0.338467694,0.894578916,0.9034,0.984,0.706391396,0.296,0.86,0.111111111,1
0.311862372,0.885147525,0.583625146,0.150830166,0.689737948,0.8854,0.78,0.705233819,0.64,0.94,0.111111111,1
0.905981196,0.399233206,0.08170752,0.633726745,0.792158432,0.7596,0.808,0.491441801,0.696,0.12,0.333333333,0
0.584916983,0.40090015,0.643321661,0.674134827,0.282456491,0.401,0.012,0.420211511,0.34,0.24,0.888888889,0
0.214642929,0.4054009,0.687343672,0.148629726,0.288857772,0.3704,0.778,0.423875296,0.788,0.62,0.555555556,0
0.888977796,0.098183031,0.370685343,0.024604921,0.864372875,0.7164,0.195,0.349925263,0.416,0.72,0.666666667,0
0.99339868,0.97566261,0.876104719,0.792958592,0.614922985,0.6082,0.586,0.806662246,0.524,0.52,0.222222222,1
0.086417283,0.138523087,0.843254961,0.0020004,0.234246849,0.6006,0.447,0.432000809,0.144,0.36,0.666666667,0
0.862172434,0.340890148,0.175087544,0.344068814,0.524304861,0.1242,0.572,0.191438429,0.232,0.3,0.222222222,0
0.390478096,0.319386564,0.904618976,0.49469894,0.685937187,0.6182,0.133,0.593701885,0.728,0.66,0.111111111,1
0.523904781,0.074679113,0.44088711,0.818763753,0.218643729,0.9018,0.457,0.522078243,0.976,0.74,0.111111111,1
0.914782957,0.152358726,0.723861931,0.838767754,0.655131026,0.0858,0.037,0.363243012,0.704,0.28,0.888888889,0
0.973394679,0.044840807,0.814407204,0.725145029,0.042208442,0.3392,0.041,0.36987379,0.056,0.32,0.666666667,0
0.26205241,0.292382064,0.505252626,0.24724945,0.303660732,0.509,0.658,0.391182189,0.144,0.46,0.444444444,0
0.212642529,0.866811135,0.3991996,0.720344069,0.674134827,0.686,0.952,0.685712359,0.444,0.46,0.222222222,1
0.080416083,0.339556593,0.915791229,0.24664933,0.149429886,0.0896,0.777,0.393609728,0.732,0.84,0.777777778,0
0.561712342,0.123687281,0.230782058,0.214642929,0.222244449,0.8728,0.469,0.351341328,0.164,0.44,0.111111111,0
0.013402681,0.645774296,0.256961814,0.547309462,0.879175835,0.0406,0.056,0.268647658,0.752,0.98,0.222222222,0
0.411682336,0.996832805,0.36168084,0.678935787,0.674534907,0.8576,0.045,0.64835523,0.556,0.32,0.444444444,1
0.073214643,0.232372062,0.859763215,0.053010602,0.49909982,0.0276,0.158,0.269232066,0.776,0.7,0,0
0.405081016,0.279546591,0.939136235,0.060012002,0.210842168,0.1536,0.976,0.408725654,0.556,0.76,0.555555556,0
0.039807962,0.971995333,0.219943305,0.784356871,0.341468294,0.8004,0.399,0.596410389,0.604,0.64,0.111111111,1
0.835167033,0.178863144,0.864098716,0.859571914,0.574514903,0.8602,0.843,0.761988784,0.248,0.36,0.666666667,1
0.209641928,0.511251875,0.258129065,0.604520904,0.155431086,0.9822,0.705,0.560559233,0.72,0.26,0.666666667,1
0.328265653,0.239706618,0.970985493,0.428885777,0.481896379,0.1158,0.605,0.449589229,0.844,0.6,0,0
0.869973995,0.932488748,0.597465399,0.845569114,0.409081816,0.5264,0.948,0.702873712,0.872,0.66,0.333333333,1
0.74614923,0.981663611,0.007003502,0.728945789,0.476695339,0.0772,0.23,0.269636656,0.028,0.26,0,0
0.218843769,0.814802467,0.034017009,0.579715943,0.105621124,0.1564,0.455,0.230132953,0.624,0.34,1,0
0.071614323,0.314885814,0.147407037,0.319863973,0.106421284,0.1744,0.865,0.175670664,0.988,0.86,0.666666667,0
0.715543109,0.403567261,0.187427047,0.198039608,0.964392879,0.0634,0.552,0.210364243,0.588,0.82,0.444444444,0
0.390678136,0.242373729,0.767883942,0.418683737,0.979595919,0.893,0.246,0.657582126,0.172,0.18,0.777777778,1
0.765953191,0.89098183,0.222778056,0.286857371,0.426285257,0.1264,0.209,0.258060891,0.876,0.94,0,0
0.445089018,0.914652442,0.969484742,0.339267854,0.789157832,0.6294,0.753,0.794816755,0.264,0.62,1,1
0.345869174,0.418903151,0.636318159,0.515703141,0.655931186,0.6258,0.013,0.512660291,0.044,0.5,0.333333333,1
0.451090218,0.656609435,0.692679673,0.169033807,0.117023405,0.1986,0.914,0.417975028,0.432,0.2,0.888888889,0
0.74854971,0.165527588,0.217775554,0.806361272,0.296659332,0.9984,0.018,0.455174817,0.1,0.74,1,0
0.902180436,0.435072512,0.892946473,0.145629126,0.313662733,0.3474,0.631,0.47716877,0.116,0.92,0,0
0.049609922,0.631605268,0.668000667,0.481096219,0.595919184,0.905,0.605,0.714449477,0.464,0.06,0.222222222,1
0.524104821,0.385397566,0.864598966,0.74614923,0.580116023,0.9482,0.578,0.78533137,0.612,0.52,0.111111111,1
0.032606521,0.357726288,0.956811739,0.485097019,0.923784757,0.949,0.474,0.794007575,0.904,0.88,0.888888889,1
0.468293659,0.001000167,0.125562781,0.361072214,0.790158032,0.7528,0.852,0.382146349,0.704,0.96,1,0
0.885177035,0.804467411,0.096548274,0.474894979,0.856971394,0.2538,0.659,0.371638252,0.844,0.08,0.444444444,0
0.361472294,0.88948158,0.803568451,0.848769754,0.891378276,0.1206,0.782,0.662886749,0.412,0.8,0.555555556,1
0.932386477,0.96966161,0.866433217,0.99059812,0.801360272,0.5698,0.116,0.790680947,0.32,0.28,0.777777778,1
0.630526105,0.719453242,0.583958646,0.631326265,0.332866573,0.36,0.05,0.45353398,0.592,0.54,0.888888889,0
0.934186837,0.548924821,0.366016342,0.793558712,0.215043009,0.831,0.029,0.516144259,0.696,0.78,0.777777778,1
0.75715143,0.26937823,0.652826413,0.014402881,0.571914383,0.745,0.147,0.449297025,0.568,0.54,0.777777778,0
0.103220644,0.999499917,0.305652826,0.880576115,0.689737948,0.2764,0.667,0.539655424,0.264,0.12,0,1
0.231046209,0.589931655,0.23828581,0.954190838,0.386677335,0.017,0.494,0.305566482,0.368,0.6,1,0
0.394078816,0.681280213,0.488244122,0.575315063,0.848569714,0.2374,0.752,0.499623507,0.448,0.12,0,0
0.170034007,0.682447075,0.216108054,0.75395079,0.960792158,0.5672,0.192,0.499129008,0.016,0.34,0.777777778,0
0.49489898,0.845474246,0.483741871,0.512902581,0.569513903,0.079,0.367,0.392766833,0.88,0.56,0,0
0.471294259,0.009668278,0.956978489,0.286257251,0.456691338,0.6582,0.888,0.586149541,0.512,1,0.444444444,1
0.956191238,0.220203367,0.84008671,0.852370474,0.842968594,0.6716,0.936,0.738073028,0.752,0.72,0.333333333,1
0.433686737,0.665610935,0.941970985,0.596919384,0.024204841,0.1694,0.922,0.55654705,0.172,0.3,0.444444444,1
0.785557111,0.895315886,0.806569952,0.579515903,0.129025805,0.5964,0.818,0.698501894,0.556,0.88,0.777777778,1
0.941988398,0.685447575,0.354844089,0.659331866,0.845769154,0.607,0.688,0.586778903,0.928,0.22,1,1
0.876975395,0.413568928,0.812239453,0.856171234,0.732146429,0.478,0.914,0.688241046,0.216,0.38,0.777777778,1
0.208441688,0.36156026,0.923128231,0.732146429,0.416283257,0.9532,0.714,0.796435114,0.344,0.64,0.333333333,1
0.49589918,0.738123021,0.947306987,0.211242248,0.888977796,0.1082,0.954,0.588138774,0.388,0.42,0.777777778,1
0.347669534,0.741290215,0.683341671,0.466893379,0.351470294,0.4066,0.025,0.478719698,0.384,0.72,1,0
0.399679936,0.607101184,0.211272303,0.980396079,0.633926785,0.883,0.922,0.672214792,0.6,0.66,0.444444444,1
0.360672134,0.291548591,0.03951976,0.554710942,0.634526905,0.3864,0.556,0.270266018,0.392,0.66,0.333333333,0
0.826365273,0.925320887,0.147073537,0.938387678,0.184436887,0.4246,0.112,0.411771317,0.676,0.42,0.666666667,0
0.452090418,0.551925321,0.965816241,0.813562713,0.284856971,0.6682,0.215,0.69610807,0.484,0.06,0.222222222,1
0.523504701,0.790631772,0.462231116,0.666133227,0.916183237,0.6656,0.852,0.691489003,0.156,0.88,0.444444444,1
0.982396479,0.214369062,0.855260964,0.349469894,0.183436687,0.023,0.506,0.316130772,0.948,0.08,0.444444444,0
0.059811962,0.344057343,0.465065866,0.304460892,0.173634727,0.4556,0.983,0.401645332,0.24,0.46,0.444444444,0
0.48789758,0.874645774,0.660997165,0.643528706,0.479695939,0.3336,0.118,0.528180807,0.564,0.3,0.111111111,1
0.773954791,0.050175029,0.024012006,0.432686537,0.092218444,0.6276,0.413,0.199968532,0.06,0.3,1,0
0.151030206,0.512418736,0.249791562,0.798959792,0.894778956,0.5558,0.332,0.488148889,0.92,0.22,0.666666667,0
0.611522304,0.481746958,0.436384859,0.76055211,0.100220044,0.6508,0.516,0.501781319,0.928,0.28,1,1
0.23924785,0.751291882,0.630815408,0.312262452,0.616723345,0.6538,0.633,0.618460536,0.364,0.96,0.666666667,1
0.867373475,0.281880313,0.171419043,0.702940588,0.339867974,0.2548,0.662,0.272176581,0.12,0.98,0.777777778,0
0.326865373,0.219036506,0.764715691,0.49469894,0.804360872,0.2464,0.001,0.399375133,0.768,0.58,0.666666667,0
0.328865773,0.926321054,0.364348841,0.323264653,0.589917984,0.3702,0.089,0.406152013,0.264,0.52,0,0
0.598119624,0.57176196,0.817742204,0.413082617,0.388477696,0.242,0.035,0.430438643,0.7,0.04,0.888888889,0
0.183436687,0.104684114,0.097882274,0.895579116,0.983996799,0.6828,0.865,0.483518583,0.916,0.8,0.333333333,0
0.284656931,0.193032172,0.68000667,0.359671934,0.066213243,0.6028,0.313,0.415097944,0.592,0.18,0,0
0.416483297,0.998999833,0.293313323,0.287457491,0.577915583,0.2164,0.367,0.368918509,0.86,0.14,1,0
0.353470694,0.195699283,0.795564449,0.351870374,0.98979796,0.8842,0.45,0.66731476,0.224,0.42,0.111111111,1
0.524704941,0.610601767,0.402201101,0.214642929,0.691138228,0.4606,0.849,0.464008362,0.912,0.34,0.777777778,0
0.599519904,0.420236706,0.665499416,0.544708942,0.73994799,0.127,0.014,0.369030895,0.228,0.1,0.777777778,0
0.566513303,0.885814302,0.934633984,0.147429486,0.032006401,0.213,0.119,0.448184403,0.224,0.14,0.888888889,0
0.654130826,0.755292549,0.020510255,0.817563513,0.021404281,0.5398,0.685,0.399285225,0.88,1,0.888888889,0
0.307661532,0.597099517,0.011005503,0.225645129,0.036207241,0.3384,0.964,0.229436159,0.556,0.74,1,0
0.126225245,0.010668445,0.770551943,0.598119624,0.9919984,0.8512,0.643,0.673776959,0.8,0.6,0.777777778,1
0.76075215,0.879979997,0.646489912,0.125025005,0.979795959,0.4948,0.261,0.563593657,0.804,0.3,0.333333333,1
0.850770154,0.44474079,0.292979823,0.978595719,0.334666933,0.9152,0.52,0.59865811,0.648,0.42,1,1
0.25685137,0.931655276,0.494413874,0.454690938,0.291058212,0.1018,0.975,0.448712618,0.188,0.62,0.666666667,0
0.406881376,0.495582597,0.04185426,0.822364473,0.146029206,0.6686,0.528,0.394542533,0.692,0.78,0.888888889,0
0.4984997,0.69428238,0.192429548,0.768753751,0.329265853,0.8858,0.374,0.552950696,0.064,0.94,0.555555556,1
0.533306661,0.069344891,0.424545606,0.713742749,0.370274055,0.293,0.383,0.301250857,0.2,0.12,0.555555556,0
0.659331866,0.745290882,0.834250459,0.827565513,0.74834967,0.1356,0.967,0.650265793,0.644,0.2,0,1
0.041408282,0.338056343,0.47973987,0.100420084,0.866373275,0.4566,0.719,0.41949224,0.908,0.56,1,0
0.721344269,0.351391899,0.586459897,0.678535707,0.74694939,0.9614,0.687,0.70877398,0.772,0.94,0.888888889,1
0.061812362,0.118686448,0.874103719,0.265853171,0.646529306,0.6334,0.232,0.516076827,0.332,0.46,0.111111111,1
0.468093619,0.14685781,0.308821077,0.785957191,0.766153231,0.644,0.559,0.472707043,0.824,0.64,0.222222222,0
0.827565513,0.185864311,0.700850425,0.956991398,0.73854771,0.6716,0.357,0.625035121,0.968,0.3,0.444444444,1
0.451090218,0.32822137,0.861930965,0.901580316,0.475895179,0.0398,0.24,0.443093314,0.332,0.82,0.444444444,0
0.148829766,0.892148691,0.202601301,0.115023005,0.335867173,0.4456,0.896,0.397206082,0.188,0.6,0.444444444,0
0.984996999,0.368394732,0.356511589,0.369673935,0.282856571,0.0776,0.383,0.19837265,0.196,0.38,0.333333333,0
0.889177836,0.724454076,0.980156745,0.364472895,0.679535907,0.3158,0.283,0.593319772,0.4,0.54,0.444444444,1
0.771354271,0.082680447,0.983491746,0.122224445,0.959591918,0.8216,0.932,0.698749143,0.052,0.7,0.222222222,1
0.411482296,0.591265211,0.223111556,0.098219644,0.581116223,0.6562,0.197,0.360433361,0.488,0.22,0,0
0.183636727,0.481913652,0.066366517,0.384876975,0.912782557,0.9956,0.746,0.547207768,0.732,0.34,0.666666667,1
0.941388278,0.978163027,0.270968818,0.99219844,0.014202841,0.1722,0.653,0.429854235,0.532,0.26,1,0
0.532306461,0.846307718,0.397698849,0.569113823,0.794558912,0.397,0.92,0.568066622,0.972,0.96,0.111111111,1
